Key,Key,search,Results,search_rescaled,x,y
planets,planets,733,83.69576944,3.273757686116169,6.154875755310059,80.73175048828125
cool,cool,725,209.8477936,3.2653128546169476,32.17698669433594,-18.642934799194336
lightning,lightning,682,55.82844575,3.219921885308632,71.08565521240234,24.060741424560547
tattoos,tattoos,675,99.52444444,3.2125326577468134,-13.51636791229248,-33.62773513793945
hea,hea,673,15.51263001,3.2104214498720083,-26.175708770751953,-7.288774013519287
dark,dark,727,126.40030149999998,3.267424062491753,21.819990158081055,-43.52449417114258
piercing,piercing,703,61.01517991,3.2420895679940887,-9.528807640075684,-32.909461975097656
sunglasses,sunglasses,667,97.34032984,3.204087826247592,53.95619201660156,-70.8798599243164
butterflies,butterflies,663,89.51282051,3.1998654104979813,-69.60992431640625,-19.563762664794922
happy,happy,894,105.2649065,3.4437099200380015,5.2330498695373535,48.412986755371094
smile,smile,650,100.70461540000001,3.1861425593117465,-14.247633934020996,48.82898712158203
eyelashes,eyelashes,642,40.93302181,3.1776977278125247,60.93396759033203,-47.15583419799805
gay,gay,641,90.30421217,3.176642123875122,-73.2776107788086,24.542539596557617
snowflakes,snowflakes,641,44.89703588,3.176642123875122,-0.23591917753219604,-78.57617950439453
icons,icons,639,148.1001565,3.174530916000317,41.541290283203125,78.53807067871094
sunflower,sunflower,616,62.24675325,3.1502520254400546,-19.460201263427734,-61.66068649291992
wig,wig,610,115.86229509999998,3.1439184018156388,54.70875930786133,-43.26998519897461
friends,friends,610,92.81803279,3.1439184018156388,-39.9986572265625,59.78294372558594
tear,tear,647,50.92437376,3.182975747499538,53.8875617980957,23.5740909576416
vhs,vhs,630,24.35221562,3.1650304805636926,-12.699460983276367,7.6167168617248535
naruto,naruto,675,180.00189019999996,3.2125326577468134,-17.9890193939209,7.913498401641846
aes,aes,596,67.84563758,3.129139946692001,-4.732651233673096,-0.8841338753700256
nike,nike,641,79.89927293,3.176642123875122,-0.7652527093887329,-13.12241268157959
snap,snap,594,72.96969697,3.127028738817196,30.64272117614746,-3.931727886199951
cherry,cherry,616,69.40368151,3.1502520254400546,-27.79827880859375,-71.64480590820312
memes,memes,582,136.20790380000003,3.1143614915683635,-82.25836944580078,16.47612762451172
youtube,youtube,625,52.39087302,3.159752460876679,-17.400293350219727,9.450870513916016
suga,suga,624,178.45914150000002,3.1586968569392764,-8.644135475158691,-11.492920875549316
bff,bff,571,97.32049037,3.1027498482569342,-37.270896911621094,50.23925018310547
filter,filter,568,97.04049296,3.099583036444726,77.61941528320312,56.36557388305664
paint,paint,653,123.2956192,3.1893093711239544,7.2078471183776855,-40.448551177978516
king,king,594,67.70231729,3.127028738817196,-28.277420043945312,49.16264724731445
iphone,iphone,709,128.8644902,3.248423191618505,-26.269254684448242,8.002707481384277
bird,bird,555,113.5351351,3.085860185258491,-68.9230728149414,-22.62424659729004
leaf,leaf,549,81.32786885,3.079526561634075,-1.039128303527832,-19.785978317260742
necklace,necklace,546,117.97069599999999,3.076359749821867,24.699983596801758,-81.6234130859375
cross,cross,541,99.25138632,3.0710817301348534,10.251119613647461,-9.723807334899902
skull,skull,577,137.2101304,3.10908347188135,57.40324401855469,-24.718368530273438
edit,edit,539,232.0723562,3.068970522260048,-56.609535217285156,58.87224197387695
mouth,mouth,538,94.10966543,3.0679149183226455,60.56437301635742,-17.40860366821289
s,s,537,52.65363128,3.0668593143852427,-9.37954330444336,4.234368324279785
camera,camera,562,114.6847744,3.0932494128203096,-13.68288803100586,18.817319869995117
shirt,shirt,531,119.78907720000001,3.0605256907608265,44.78778076171875,-72.28805541992188
rain,rain,566,106.686558,3.0974718285699208,39.768131256103516,-21.921133041381836
simpsons,simpsons,529,106.76181470000002,3.058414482886021,-16.085102081298828,7.205431938171387
dress,dress,517,132.16247579999998,3.045747235637189,38.071258544921875,-72.92274475097656
goth,goth,516,149.66860469999997,3.044691631699786,-54.567283630371094,26.03163719177246
hand,hand,562,153.9892378,3.0932494128203096,53.6079216003418,-9.349885940551758
planet,planet,515,89.58058252,3.0436360277623837,6.578961372375488,83.66693115234375
parental,parental,681,19.72678786,3.2188662813712297,-21.118282318115234,73.2657241821289
balloons,balloons,511,101.890411,3.0394136120127726,34.42192459106445,-53.34758758544922
highlight,highlight,509,35.978389,3.0373024041379675,13.777153015136719,17.082523345947266
finn,finn,630,49.53453465,3.1650304805636926,-13.675704956054688,-0.46671974658966064
diamond,diamond,547,98.80634383,3.0774153537592697,15.49972152709961,-89.26754760742188
crybaby,crybaby,499,181.1903808,3.0267463647639405,-19.37175178527832,3.2499146461486816
lps,lps,583,167.3117127,3.1154170955057663,-7.342470169067383,3.132305383682251
beard,beard,492,67.30284553,3.019357137202122,61.10693359375,-39.73933029174805
phone,phone,518,125.4820887,3.0468028395745916,6.498809814453125,26.520055770874023
babygirl,babygirl,481,80.96673597,3.0077454938906922,-11.284972190856934,28.004169464111328
spongebob,spongebob,478,107.3138075,3.004578682078484,-11.632901191711426,5.718106269836426
face,face,476,104.09033609999999,3.0024674742036788,72.77067565917969,12.61619758605957
holiday,holiday,476,89.71848739,3.0024674742036788,38.72383117675781,69.11417388916016
sky,sky,468,94.25213675,2.9940226427044574,44.42807388305664,-31.858673095703125
party,party,511,166.0175489,3.0394136120127726,10.581936836242676,11.578858375549316
fish,fish,460,108.6173913,2.9855778112052356,-79.35818481445312,-18.57000732421875
pokemon,pokemon,499,263.238155,3.0267463647639405,-11.847497940063477,13.38434886932373
wing,wing,445,93.65393258,2.9697437521441956,28.63673210144043,-13.004916191101074
banner,banner,444,142.472973,2.968688148206793,29.359943389892578,-23.836877822875977
candy,candy,472,139.6843137,2.998245058454068,-33.153690338134766,-49.43197250366211
it,it,471,76.49340423,2.9971894545166653,20.783906936645508,16.420930862426758
c,c,437,53.08466819,2.961298920644974,-37.29116439819336,-26.548254013061523
plants,plants,436,115.66284399999999,2.9602433167075715,77.3870620727539,-50.33564376831055
depression,depression,469,87.18800389,2.99507824664186,14.620924949645996,47.02712631225586
bubbles,bubbles,429,78.49417249,2.9528540891457524,85.27104949951172,25.770286560058594
message,message,426,142.90375590000002,2.9496872773335445,29.410680770874023,62.84868240356445
bubble,bubble,456,160.9569639,2.981355395455625,84.96829986572266,25.586429595947266
1,1,459,84.40277778,2.9845222072678332,47.65584182739258,57.902976989746094
mermaid,mermaid,422,214.16113739999997,2.945464861583934,-54.87358856201172,-9.692307472229004
eyebrows,eyebrows,421,40.0,2.944409257646531,77.5702133178711,-36.4465217590332
sexy,sexy,417,18.71223022,2.9401868418969204,-42.8768424987793,38.47798538208008
glow,glow,415,86.53012048,2.938075634022115,29.930707931518555,-42.21638488769531
horns,horns,413,63.15496368,2.9359644261473097,-20.427053451538086,42.627159118652344
mandala,mandala,412,83.09951456,2.934908822209907,4.192501544952393,-37.757179260253906
polaroid,polaroid,411,71.76885645,2.933853218272504,-12.7783784866333,16.54937171936035
eyebrow,eyebrow,409,45.14180929,2.9317420103976986,77.5687026977539,-36.44374084472656
xmas,xmas,409,100.66259170000001,2.9317420103976986,-53.1304931640625,10.139467239379883
beach,beach,408,139.06127450000002,2.930686406460296,1.9048973321914673,-18.80580711364746
ears,ears,401,102.3291771,2.923297178898477,60.56446838378906,-13.957114219665527
kpop,kpop,400,128.1175,2.922241574961075,-5.713858127593994,13.63867473602295
vapor,vapor,399,83.38345865,2.921185971023672,38.169189453125,-27.969926834106445
shine,shine,398,86.00502513,2.9201303670862693,33.0265007019043,-39.12837219238281
crowns,crowns,397,54.08312343,2.9190747631488665,34.51801300048828,-14.088326454162598
bad,bad,483,114.3517465,3.0098567017654974,4.296690940856934,43.28107452392578
chain,chain,389,78.37017995,2.910629931649645,35.73065948486328,91.49662780761719
guns,guns,388,67.37113402,2.9095743277122423,81.5163803100586,-22.330350875854492
dead,dead,418,110.0483303,2.941242445834323,5.947552680969238,22.89429473876953
clothes,clothes,379,168.994723,2.900073892275618,39.34392166137695,-69.3591537475586
lgbt,lgbt,378,108.32275130000001,2.8990182883382154,-71.70340728759766,20.815269470214844
wolf,wolf,375,151.0346667,2.8958514765260075,-63.421356201171875,-25.972063064575195
art,art,374,145.46256680000002,2.8947958725886047,3.5869839191436768,-39.52383041381836
football,football,371,89.38005391,2.891629060776397,74.5630874633789,38.25774002075195
adidas,adidas,370,76.37837838,2.890573456838994,1.7409772872924805,-12.506146430969238
l,l,369,89.41192412,2.8895178529015912,-31.48111915588379,-22.173070907592773
diamonds,diamonds,364,110.00549450000001,2.8842398332145778,15.501789093017578,-89.26921844482422
elf,elf,412,45.93818681,2.934908822209907,-57.189125061035156,-11.729562759399414
texts,texts,363,85.36639118,2.883184229277175,24.658462524414062,58.059593200683594
knife,knife,363,69.2892562,2.883184229277175,77.50830078125,-20.49388885498047
depressed,depressed,362,74.55801105,2.8821286253397727,13.720366477966309,44.36035919189453
stranger,stranger,528,34.71448779,3.0573588789486186,2.977020025253296,29.002941131591797
b,b,362,53.17679558,2.8821286253397727,-37.001708984375,-25.34226417541504
tiara,tiara,361,74.82271468,2.88107302140237,49.93560791015625,-41.730403900146484
dank,dank,357,84.94117647,2.876850605652759,23.02009391784668,-44.74310302734375
holo,holo,356,75.80337079,2.8757950017153564,-3.9208202362060547,8.65764331817627
swirl,swirl,354,78.7740113,2.873683793840551,90.74422454833984,8.596153259277344
hands,hands,353,121.0424929,2.8726281899031485,52.98219680786133,-9.29557991027832
h,h,353,60.33144476,2.8726281899031485,-35.341766357421875,-23.323348999023438
headband,headband,349,88.55300859999998,2.868405774153538,45.244144439697266,-74.37551879882812
car,car,349,98.30372493,2.868405774153538,42.442291259765625,-8.510708808898926
peace,peace,385,168.994843,2.9064075159000344,6.2424540519714355,10.963174819946289
demon,demon,347,126.12680120000002,2.8662945662787322,-38.84339904785156,25.04686164855957
lashes,lashes,345,50.31014493,2.8641833584039267,60.0267219543457,22.639482498168945
fairy,fairy,343,198.22157430000001,2.8620721505291216,-57.17136764526367,-9.814002990722656
trees,trees,342,105.9707602,2.861016546591719,-0.07844125479459763,-52.174129486083984
jin,jin,338,200.33136090000002,2.856794130842108,-31.671770095825195,-13.895763397216797
deer,deer,336,115.8422619,2.8546829229673025,-62.414058685302734,-23.936006546020508
drake,drake,336,89.36904762,2.8546829229673025,-17.160276412963867,-6.181033134460449
autumn,autumn,336,120.70833329999999,2.8546829229673025,53.31169509887695,6.579522609710693
coffee,coffee,335,148.6447761,2.8536273190298997,-25.31679916381836,-40.679473876953125
balloon,balloon,332,125.8012048,2.850460507217692,34.1529655456543,-54.16271209716797
savage,savage,332,88.11445783,2.850460507217692,-1.8922181129455566,40.16072082519531
ring,ring,331,100.7190332,2.849404903280289,80.4805908203125,4.428623199462891
drugs,drugs,330,60.46060606,2.8483492993428867,-14.869097709655762,-84.86420440673828
cry,cry,330,133.8727273,2.8483492993428867,-10.778428077697754,56.924407958984375
scary,scary,361,153.0876862,2.88107302140237,-7.495884418487549,48.36814880371094
confetti,confetti,323,61.3374613,2.8409600717810677,35.33232116699219,-49.326904296875
sup,sup,322,23.99689441,2.839904467843665,-21.270767211914062,-26.11825180053711
drip,drip,321,89.2834891,2.8388488639062626,7.208282470703125,-8.915184020996094
pizza,pizza,321,64.24299065,2.8388488639062626,-39.870872497558594,-39.88709259033203
hot,hot,319,165.5862069,2.836737656031457,31.017879486083984,-17.916645050048828
eyeliner,eyeliner,319,47.37304075,2.836737656031457,47.74026107788086,-49.530845642089844
eleven,eleven,318,61.6572327,2.835682052094054,2.803011655807495,35.45724868774414
reindeer,reindeer,376,52.44236608,2.8969070804634103,-55.838905334472656,-27.5670223236084
vintage,vintage,317,109.4921136,2.8346264481566514,0.7579136490821838,-0.7891585826873779
bunny,bunny,345,109.70392439999999,2.8641833584039267,-62.58292007446289,-29.757572174072266
messages,messages,314,65.13375796,2.8314596363444435,29.386255264282227,62.82902908325195
sleep,sleep,312,97.2724359,2.829348428469638,26.92752456665039,-29.497678756713867
magic,magic,312,125.63461540000002,2.829348428469638,18.887069702148438,-11.384132385253906
like,like,343,71.14707403,2.8620721505291216,12.43310546875,25.1080322265625
funny,funny,310,96.46451613,2.827237220594833,-9.003069877624512,46.11937713623047
cake,cake,309,100.7313916,2.82618161665743,-38.69979476928711,-48.05931091308594
vans,vans,309,62.72491909,2.82618161665743,43.30918502807617,-6.765007019042969
tatoo,tatoo,308,79.30194805,2.8251260127200273,-14.707594871520996,-32.450660705566406
death,death,307,103.1465798,2.8240704087826245,5.683579921722412,21.713787078857422
grass,grass,307,89.85016287,2.8240704087826245,-0.2807769179344177,-47.71513748168945
mustache,mustache,306,57.70588235,2.823014804845222,61.000301361083984,-39.932044982910156
3d,3d,355,123.1139456,2.8747393977779536,-8.801910400390625,9.338141441345215
lip,lip,303,74.24752475,2.819847993033014,56.447750091552734,-16.513019561767578
dragon,dragon,302,117.02649009999999,2.8187923890956115,-60.060787200927734,-9.832341194152832
starbucks,starbucks,302,54.97350993,2.8187923890956115,-37.952293395996094,-3.7193892002105713
flames,flames,301,59.13953488,2.8177367851582087,63.99606704711914,13.760198593139648
subscribe,subscribe,301,50.63787375,2.8177367851582087,-0.38403910398483276,31.003040313720703
brown,brown,356,107.77892859999999,2.8757950017153564,18.33523178100586,-46.50104522705078
blessed,blessed,300,51.79,2.816681181220806,5.336974143981934,58.1710319519043
m,m,299,76.11036789,2.815625577283403,-12.54378604888916,-5.99748420715332
p,p,299,89.85953177,2.815625577283403,-33.336708068847656,-24.73126983642578
basketball,basketball,329,72.11203724,2.847293695405484,75.67240142822266,39.42430114746094
babe,babe,295,84.58305085,2.8114031615337924,-41.35094451904297,45.20410919189453
present,present,293,48.91808874,2.8092919536589873,11.734379768371582,17.237123489379883
pattern,pattern,293,336.3993174,2.8092919536589873,16.392677307128906,3.783284902572632
i,i,342,74.44653325,2.861016546591719,-25.09267234802246,5.772841453552246
exo,exo,290,182.4724138,2.806125141846779,-2.6625256538391113,-0.18974152207374573
choker,choker,289,48.04152249,2.805069537909376,-23.922710418701172,21.468400955200195
scarf,scarf,286,99.42307692,2.8019027260971683,47.868507385253906,-71.61858367919922
thrasher,thrasher,285,37.13333333,2.8008471221597655,-10.521594047546387,-10.470368385314941
thank,thank,285,63.18245614,2.8008471221597655,6.904446125030518,61.414207458496094
flame,flame,282,74.53900709,2.7976803103475576,62.69539260864258,10.702211380004883
presents,presents,281,41.17793594,2.796624706410155,10.656259536743164,17.569501876831055
arrows,arrows,281,61.02846975,2.796624706410155,90.15840911865234,-11.175419807434082
hats,hats,279,70.32974909999999,2.7945134985353497,48.03258514404297,-61.88241958618164
city,city,277,56.08303249,2.792402290660544,19.348955154418945,5.279872417449951
sale,sale,276,84.36956522,2.7913466867231413,56.93985366821289,-0.39707648754119873
e,e,275,56.73454545,2.790291082785739,-34.3504524230957,18.657089233398438
weird,weird,275,113.1018182,2.790291082785739,-7.453625202178955,47.09634780883789
head,head,311,82.42924242,2.8282928245322356,31.461381912231445,-8.320252418518066
satan,satan,275,95.42181818,2.790291082785739,-33.76329803466797,24.05678939819336
cats,cats,274,128.459854,2.7892354788483362,-71.15142822265625,-41.223175048828125
2,2,273,69.24908425,2.7881798749109334,48.83883285522461,57.24213409423828
msp,msp,309,179.4783272,2.82618161665743,-6.381983757019043,8.421568870544434
ocean,ocean,273,76.6996337,2.7881798749109334,-1.7033259868621826,-37.795684814453125
wedding,wedding,313,183.2804487,2.8304040324070407,-32.39639663696289,58.0061149597168
t,t,272,62.36764706,2.7871242709735307,-19.964733123779297,1.0619693994522095
grid,grid,271,66.30627306,2.786068667036128,43.710086822509766,8.541094779968262
soccer,soccer,270,139.79629630000002,2.7850130630987255,74.197021484375,38.92268753051758
bart,bart,332,84.34456392,2.850460507217692,-18.621225357055664,-0.909790575504303
teeth,teeth,270,85.78888889,2.7850130630987255,65.14509582519531,-30.876384735107422
shoes,shoes,270,108.18148149999999,2.7850130630987255,37.53968811035156,-66.08141326904297
no,no,269,72.75464684,2.7839574591613228,17.21454429626465,15.729584693908691
ghost,ghost,268,91.99253731,2.78290185522392,-47.81098556518555,24.84000587463379
outline,outline,267,115.6853933,2.781846251286517,59.50545883178711,40.71263885498047
holidays,holidays,267,77.46816479,2.781846251286517,38.70426940917969,69.2569351196289
speech,speech,351,76.3926565,2.870516982028343,23.019155502319336,39.37008285522461
doodle,doodle,267,125.72284640000001,2.781846251286517,-32.244083404541016,88.51876068115234
fog,fog,267,41.81273408,2.781846251286517,41.04008102416992,-27.4863224029541
ornament,ornament,265,70.54339623,2.779735043411712,-0.7575608491897583,-63.506080627441406
box,box,264,62.10984848,2.7786794394743093,25.807842254638672,-9.265925407409668
watercolor,watercolor,263,238.756654,2.7776238355369065,4.963366985321045,-42.3889045715332
snake,snake,263,79.22813688,2.7776238355369065,-74.71796417236328,-30.650468826293945
f,f,261,59.89655172,2.7755126276621014,-36.530277252197266,-24.303457260131836
dope,dope,260,112.37692309999998,2.7744570237246986,-13.269719123840332,-82.70916748046875
plant,plant,260,94.52692308,2.7744570237246986,77.3882064819336,-50.33476638793945
puppy,puppy,259,77.84555985,2.773401419787296,-72.85285949707031,-44.5399055480957
triangle,triangle,258,96.37984496,2.772345815849893,17.240747451782227,-24.337350845336914
shapes,shapes,257,105.23735409999999,2.7712902119124903,11.123271942138672,-29.74101448059082
